Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
11%	Office Supplies	Avondale	United States	KM-16720	Kunst Miller	0.2	1	2017. 9. 24.	US-2017-106873	85323	OFF-AR-10001246	Newell	Newell 317	$2	7	West	9154	$16	Consumer	2017. 9. 29.	Second Class	Arizona	Art
16%	Furniture	Philadelphia	United States	KM-16660	Khloe Miller	0.2	1	2018. 8. 1.	CA-2018-132990	19140	FUR-FU-10004864	Eldon	Eldon 500 Class Desk Accessories	$3	2	East	9155	$19	Consumer	2018. 8. 3.	Second Class	Pennsylvania	Furnishings
48%	Office Supplies	Las Vegas	United States	IM-15055	Ionia McGrath	0	1	2016. 1. 23.	CA-2016-102645	89115	OFF-PA-10001804	Xerox	Xerox 195	$19	6	West	9156	$40	Consumer	2016. 1. 28.	Standard Class	Nevada	Paper
27%	Office Supplies	Bangor	United States	ML-17395	Marina Lichtenstein	0	1	2016. 8. 4.	CA-2016-134215	04401	OFF-AP-10001271	Eureka	Eureka The Boss Cordless Rechargeable Stick Vac	$28	2	East	9157	$102	Corporate	2016. 8. 8.	Standard Class	Maine	Appliances
48%	Office Supplies	Bangor	United States	ML-17395	Marina Lichtenstein	0	1	2016. 8. 4.	CA-2016-134215	04401	OFF-PA-10004353	Southworth	Southworth 25% Cotton Premium Laser Paper and Envelopes	$125	13	East	9158	$260	Corporate	2016. 8. 8.	Standard Class	Maine	Paper
41%	Technology	Bangor	United States	ML-17395	Marina Lichtenstein	0	1	2016. 8. 4.	CA-2016-134215	04401	TEC-AC-10002473	Maxell	Maxell 4.7GB DVD-R	$105	9	East	9159	$255	Corporate	2016. 8. 8.	Standard Class	Maine	Accessories
-70%	Office Supplies	Hendersonville	United States	GH-14410	Gary Hansen	0.7	1	2018. 8. 9.	CA-2018-118934	37075	OFF-BI-10003314	Other	Tuff Stuff Recycled Round Ring Binders	-$3	3	South	9160	$4	Home Office	2018. 8. 14.	Standard Class	Tennessee	Binders
-67%	Office Supplies	Hendersonville	United States	GH-14410	Gary Hansen	0.7	1	2018. 8. 9.	CA-2018-118934	37075	OFF-BI-10004465	Avery	Avery Durable Slant Ring Binders	-$8	5	South	9161	$12	Home Office	2018. 8. 14.	Standard Class	Tennessee	Binders
8%	Furniture	Eau Claire	United States	AG-10900	Arthur Gainer	0	1	2018. 12. 8.	CA-2018-160108	54703	FUR-BO-10003450	Bush	Bush Westfield Collection Bookcases, Dark Cherry Finish	$32	7	Central	9162	$406	Consumer	2018. 12. 12.	Standard Class	Wisconsin	Bookcases
26%	Furniture	Eau Claire	United States	AG-10900	Arthur Gainer	0	1	2018. 12. 8.	CA-2018-160108	54703	FUR-CH-10002335	Hon	Hon GuestStacker Chair	$177	3	Central	9163	$680	Consumer	2018. 12. 12.	Standard Class	Wisconsin	Chairs
31%	Technology	Chicago	United States	MG-17695	Maureen Gnade	0.2	1	2017. 6. 8.	CA-2017-164007	60610	TEC-AC-10003433	Maxell	Maxell 4.7GB DVD+R 5/Pack	$1	3	Central	9164	$2	Consumer	2017. 6. 12.	Standard Class	Illinois	Accessories
-275%	Office Supplies	Chicago	United States	MG-17695	Maureen Gnade	0.8	1	2017. 6. 8.	CA-2017-164007	60610	OFF-AP-10003849	Hoover	Hoover Shoulder Vac Commercial Portable Vacuum	-$394	2	Central	9165	$143	Consumer	2017. 6. 12.	Standard Class	Illinois	Appliances
11%	Technology	San Diego	United States	MJ-17740	Max Jones	0.2	1	2018. 6. 24.	CA-2018-100300	92037	TEC-MA-10000984	Okidata	Okidata MB760 Printer	$504	4	West	9166	$4,477	Consumer	2018. 6. 26.	Second Class	California	Machines
48%	Office Supplies	San Diego	United States	MJ-17740	Max Jones	0	1	2018. 6. 24.	CA-2018-100300	92037	OFF-PA-10000418	Xerox	Xerox 189	$50	1	West	9167	$105	Consumer	2018. 6. 26.	Second Class	California	Paper
30%	Office Supplies	San Diego	United States	MJ-17740	Max Jones	0	1	2018. 6. 24.	CA-2018-100300	92037	OFF-AP-10001242	Other	APC 7 Outlet Network SurgeArrest Surge Protector	$72	3	West	9168	$241	Consumer	2018. 6. 26.	Second Class	California	Appliances
46%	Office Supplies	Jackson	United States	SJ-20125	Sanjit Jacobs	0	1	2018. 3. 15.	CA-2018-140571	39212	OFF-PA-10001954	Xerox	Xerox 1964	$147	14	South	9169	$320	Home Office	2018. 3. 19.	Standard Class	Mississippi	Paper
46%	Office Supplies	Jackson	United States	SJ-20125	Sanjit Jacobs	0	1	2018. 3. 15.	CA-2018-140571	39212	OFF-PA-10001954	Xerox	Xerox 1964	$21	2	South	9170	$46	Home Office	2018. 3. 19.	Standard Class	Mississippi	Paper
5%	Furniture	Oxnard	United States	LB-16795	Laurel Beltran	0	1	2018. 12. 1.	US-2018-155768	93030	FUR-FU-10000448	Tenex	Tenex Chairmats For Use With Carpeted Floors	$2	2	West	9171	$32	Home Office	2018. 12. 1.	Same Day	California	Furnishings
48%	Office Supplies	Oxnard	United States	LB-16795	Laurel Beltran	0	1	2018. 12. 1.	US-2018-155768	93030	OFF-PA-10001357	Xerox	Xerox 1886	$23	1	West	9172	$48	Home Office	2018. 12. 1.	Same Day	California	Paper
20%	Office Supplies	Oxnard	United States	LB-16795	Laurel Beltran	0	1	2018. 12. 1.	US-2018-155768	93030	OFF-ST-10002292	Sauder	Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish	$223	3	West	9173	$1,113	Home Office	2018. 12. 1.	Same Day	California	Storage
49%	Office Supplies	Oxnard	United States	LB-16795	Laurel Beltran	0	1	2018. 12. 1.	US-2018-155768	93030	OFF-EN-10001219	Other	"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"	$11	3	West	9174	$23	Home Office	2018. 12. 1.	Same Day	California	Envelopes
13%	Technology	Kent	United States	SB-20185	Sarah Brown	0.2	1	2019. 6. 12.	CA-2019-119424	98031	TEC-PH-10002564	OtterBox	OtterBox Defender Series Case - Samsung Galaxy S4	$9	3	West	9175	$72	Consumer	2019. 6. 14.	Second Class	Washington	Phones
48%	Office Supplies	Kent	United States	SB-20185	Sarah Brown	0	1	2019. 6. 12.	CA-2019-119424	98031	OFF-PA-10001639	Xerox	Xerox 203	$9	3	West	9176	$19	Consumer	2019. 6. 14.	Second Class	Washington	Paper
-67%	Office Supplies	Nashville	United States	CC-12610	Corey Catlett	0.7	1	2018. 3. 19.	CA-2018-118178	37211	OFF-BI-10001153	Ibico	Ibico Recycled Grain-Textured Covers	-$21	3	South	9177	$31	Corporate	2018. 3. 24.	Standard Class	Tennessee	Binders
28%	Technology	New York City	United States	DP-13000	Darren Powers	0	1	2018. 11. 14.	CA-2018-166618	10035	TEC-PH-10003356	Other	SmartStand Mobile Device Holder, Assorted Colors	$4	2	East	9178	$14	Consumer	2018. 11. 18.	Standard Class	New York	Phones
26%	Office Supplies	New York City	United States	DP-13000	Darren Powers	0	1	2018. 11. 14.	CA-2018-166618	10035	OFF-AR-10001725	Boston	Boston Home & Office Model 2000 Electric Pencil Sharpeners	$6	1	East	9179	$24	Consumer	2018. 11. 18.	Standard Class	New York	Art
6%	Technology	Westminster	United States	JL-15505	Jeremy Lonsdale	0.2	1	2019. 8. 7.	CA-2019-156776	92683	TEC-PH-10002415	Polycom	Polycom VoiceStation 500 Conference phone	$44	3	West	9180	$708	Consumer	2019. 8. 11.	Standard Class	California	Phones
35%	Office Supplies	Westminster	United States	JL-15505	Jeremy Lonsdale	0.2	1	2019. 8. 7.	CA-2019-156776	92683	OFF-BI-10003355	Cardinal	Cardinal Holdit Business Card Pockets	$4	3	West	9181	$12	Consumer	2019. 8. 11.	Standard Class	California	Binders
38%	Office Supplies	Westminster	United States	JL-15505	Jeremy Lonsdale	0.2	1	2019. 8. 7.	CA-2019-156776	92683	OFF-BI-10000216	Other	"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"	$12	3	West	9182	$31	Consumer	2019. 8. 11.	Standard Class	California	Binders
14%	Technology	Westminster	United States	JL-15505	Jeremy Lonsdale	0	1	2019. 8. 7.	CA-2019-156776	92683	TEC-AC-10004803	Sony	Sony Micro Vault Click 4 GB USB 2.0 Flash Drive	$8	4	West	9183	$56	Consumer	2019. 8. 11.	Standard Class	California	Accessories
47%	Office Supplies	Westminster	United States	JL-15505	Jeremy Lonsdale	0	1	2019. 8. 7.	CA-2019-156776	92683	OFF-PA-10001970	Xerox	Xerox 1881	$12	2	West	9184	$25	Consumer	2019. 8. 11.	Standard Class	California	Paper
30%	Furniture	Westminster	United States	JL-15505	Jeremy Lonsdale	0	1	2019. 8. 7.	CA-2019-156776	92683	FUR-FU-10004848	Howard Miller	"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"	$16	1	West	9185	$52	Consumer	2019. 8. 11.	Standard Class	California	Furnishings
13%	Furniture	Westminster	United States	JL-15505	Jeremy Lonsdale	0.2	1	2019. 8. 7.	CA-2019-156776	92683	FUR-CH-10002317	Global	Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs	$26	1	West	9186	$207	Consumer	2019. 8. 11.	Standard Class	California	Chairs
28%	Office Supplies	Westminster	United States	JL-15505	Jeremy Lonsdale	0	1	2019. 8. 7.	CA-2019-156776	92683	OFF-AP-10002534	Other	3.6 Cubic Foot Counter Height Office Refrigerator	$412	5	West	9187	$1,473	Consumer	2019. 8. 11.	Standard Class	California	Appliances
-20%	Office Supplies	Allentown	United States	SM-20320	Sean Miller	0.2	1	2017. 8. 21.	US-2017-130512	18103	OFF-SU-10001935	Staple remover	Staple remover	-$1	2	East	9188	$3	Home Office	2017. 8. 25.	Standard Class	Pennsylvania	Supplies
18%	Technology	Allentown	United States	SM-20320	Sean Miller	0.2	1	2017. 8. 21.	US-2017-130512	18103	TEC-AC-10000290	Other	Sabrent 4-Port USB 2.0 Hub	$4	4	East	9189	$22	Home Office	2017. 8. 25.	Standard Class	Pennsylvania	Accessories
-25%	Office Supplies	Allentown	United States	SM-20320	Sean Miller	0.2	1	2017. 8. 21.	US-2017-130512	18103	OFF-ST-10002574	SAFCO	SAFCO Commercial Wire Shelving, Black	-$166	6	East	9190	$663	Home Office	2017. 8. 25.	Standard Class	Pennsylvania	Storage
-83%	Office Supplies	Allentown	United States	SM-20320	Sean Miller	0.7	1	2017. 8. 21.	US-2017-130512	18103	OFF-BI-10004519	GBC	GBC DocuBind P100 Manual Binding Machine	-$83	2	East	9191	$100	Home Office	2017. 8. 25.	Standard Class	Pennsylvania	Binders
31%	Office Supplies	Allentown	United States	SM-20320	Sean Miller	0.2	1	2017. 8. 21.	US-2017-130512	18103	OFF-PA-10003625	Xerox	Xerox 1979	$15	2	East	9192	$50	Home Office	2017. 8. 25.	Standard Class	Pennsylvania	Paper
-160%	Office Supplies	San Antonio	United States	BB-10990	Barry Blumstein	0.8	1	2017. 11. 2.	CA-2017-141810	78207	OFF-BI-10001524	GBC	GBC Premium Transparent Covers with Diagonal Lined Pattern	-$47	7	Central	9193	$29	Corporate	2017. 11. 7.	Standard Class	Texas	Binders
11%	Technology	San Antonio	United States	BB-10990	Barry Blumstein	0.2	1	2017. 11. 2.	CA-2017-141810	78207	TEC-PH-10002200	Other	Aastra 6757i CT Wireless VoIP phone	$39	2	Central	9194	$345	Corporate	2017. 11. 7.	Standard Class	Texas	Phones
8%	Office Supplies	Avondale	United States	PB-19150	Philip Brown	0.2	1	2016. 11. 30.	CA-2016-146843	85323	OFF-SU-10001664	Acme	Acme Office Executive Series Stainless Steel Trimmers	$4	7	West	9195	$48	Consumer	2016. 12. 6.	Standard Class	Arizona	Supplies
-16%	Technology	Avondale	United States	PB-19150	Philip Brown	0.2	1	2016. 11. 30.	CA-2016-146843	85323	TEC-AC-10002550	Memorex	Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack	-$17	4	West	9196	$102	Consumer	2016. 12. 6.	Standard Class	Arizona	Accessories
48%	Office Supplies	San Jose	United States	GM-14680	Greg Matthias	0	1	2016. 5. 10.	CA-2016-103310	95123	OFF-PA-10004353	Southworth	Southworth 25% Cotton Premium Laser Paper and Envelopes	$19	2	West	9197	$40	Consumer	2016. 5. 15.	Standard Class	California	Paper
9%	Technology	San Jose	United States	GM-14680	Greg Matthias	0.2	1	2016. 5. 10.	CA-2016-103310	95123	TEC-PH-10001817	Other	Wilson Electronics DB Pro Signal Booster	$125	5	West	9198	$1,432	Consumer	2016. 5. 15.	Standard Class	California	Phones
27%	Office Supplies	San Jose	United States	GM-14680	Greg Matthias	0	1	2016. 5. 10.	CA-2016-103310	95123	OFF-SU-10004737	Acme	Acme Design Stainless Steel Bent Scissors	$11	6	West	9199	$41	Consumer	2016. 5. 15.	Standard Class	California	Supplies
13%	Furniture	San Jose	United States	GM-14680	Greg Matthias	0.2	1	2016. 5. 10.	CA-2016-103310	95123	FUR-CH-10002320	Hon	Hon Pagoda Stacking Chairs	$32	1	West	9200	$257	Consumer	2016. 5. 15.	Standard Class	California	Chairs
10%	Furniture	Perth Amboy	United States	NR-18550	Nick Radford	0	1	2018. 10. 17.	CA-2018-152688	08861	FUR-BO-10001337	O'Sullivan	O'Sullivan Living Dimensions 2-Shelf Bookcases	$12	1	East	9201	$121	Consumer	2018. 10. 20.	First Class	New Jersey	Bookcases
47%	Office Supplies	Perth Amboy	United States	NR-18550	Nick Radford	0	1	2018. 10. 17.	CA-2018-152688	08861	OFF-BI-10004584	GBC	GBC ProClick 150 Presentation Binding System	$149	1	East	9202	$316	Consumer	2018. 10. 20.	First Class	New Jersey	Binders
35%	Office Supplies	New York City	United States	EH-13765	Edward Hooks	0.2	1	2018. 10. 30.	CA-2018-153836	10011	OFF-BI-10004817	GBC	GBC Personal VeloBind Strips	$10	3	East	9203	$29	Corporate	2018. 11. 3.	Standard Class	New York	Binders
28%	Office Supplies	New York City	United States	EH-13765	Edward Hooks	0	1	2018. 10. 30.	CA-2018-153836	10011	OFF-AR-10004602	Boston	Boston KS Multi-Size Manual Pencil Sharpener	$32	5	East	9204	$115	Corporate	2018. 11. 3.	Standard Class	New York	Art
30%	Office Supplies	Los Angeles	United States	FH-14365	Fred Hopkins	0	1	2018. 12. 1.	CA-2018-104689	90004	OFF-AR-10001149	Sanford	Sanford Colorific Colored Pencils, 12/Box	$7	8	West	9205	$23	Corporate	2018. 12. 5.	Standard Class	California	Art
29%	Office Supplies	Milford	United States	BT-11680	Brian Thompson	0	1	2018. 4. 21.	CA-2018-146423	06460	OFF-AR-10004817	Other	Colorific Watercolor Pencils	$4	3	East	9206	$15	Consumer	2018. 4. 21.	Same Day	Connecticut	Art
48%	Office Supplies	Milford	United States	BT-11680	Brian Thompson	0	1	2018. 4. 21.	CA-2018-146423	06460	OFF-PA-10003797	Xerox	Xerox 209	$25	8	East	9207	$52	Consumer	2018. 4. 21.	Same Day	Connecticut	Paper
19%	Technology	Bloomington	United States	AB-10105	Adrian Barton	0.2	1	2019. 8. 3.	CA-2019-140781	61701	TEC-AC-10000682	Kensington	Kensington K72356US Mouse-in-a-Box USB Desktop Mouse	$7	3	Central	9208	$40	Consumer	2019. 8. 7.	Standard Class	Illinois	Accessories
26%	Office Supplies	Seattle	United States	SC-20230	Scot Coram	0	1	2019. 8. 3.	CA-2019-141747	98105	OFF-ST-10003996	Other	Letter/Legal File Tote with Clear Snap-On Lid, Black Granite	$4	1	West	9209	$16	Corporate	2019. 8. 8.	Second Class	Washington	Storage
48%	Office Supplies	Burlington	United States	RS-19870	Roy Skaria	0	1	2019. 12. 11.	CA-2019-142776	52601	OFF-EN-10003160	Other	Pastel Pink Envelopes	$3	1	Central	9210	$7	Home Office	2019. 12. 14.	Second Class	Iowa	Envelopes
48%	Office Supplies	Burlington	United States	RS-19870	Roy Skaria	0	1	2019. 12. 11.	CA-2019-142776	52601	OFF-BI-10002012	Wilson Jones	Wilson Jones Easy Flow II Sheet Lifters	$3	3	Central	9211	$5	Home Office	2019. 12. 14.	Second Class	Iowa	Binders
48%	Office Supplies	Roseville	United States	AI-10855	Arianne Irving	0	1	2017. 3. 14.	CA-2017-167479	95661	OFF-PA-10002105	Xerox	Xerox 223	$9	3	West	9212	$19	Consumer	2017. 3. 19.	Standard Class	California	Paper
28%	Furniture	San Francisco	United States	DJ-13420	Denny Joy	0	1	2016. 12. 8.	CA-2016-144071	94110	FUR-FU-10000397	Luxo	Luxo Economy Swing Arm Lamp	$11	2	West	9213	$40	Corporate	2016. 12. 15.	Standard Class	California	Furnishings
36%	Furniture	San Francisco	United States	DJ-13420	Denny Joy	0	1	2016. 12. 8.	CA-2016-144071	94110	FUR-FU-10000758	DAX	DAX Natural Wood-Tone Poster Frame	$29	3	West	9214	$79	Corporate	2016. 12. 15.	Standard Class	California	Furnishings
34%	Office Supplies	Philadelphia	United States	BF-10975	Barbara Fisher	0.2	1	2019. 9. 30.	US-2019-120908	19120	OFF-LA-10004677	Other	Self-Adhesive Address Labels for Typewriters with Dispenser Box	$7	7	East	9215	$21	Corporate	2019. 10. 2.	First Class	Pennsylvania	Labels
48%	Office Supplies	Los Angeles	United States	TH-21235	Tiffany House	0	1	2018. 11. 21.	CA-2018-152646	90049	OFF-PA-10004451	Xerox	Xerox 222	$16	5	West	9216	$32	Corporate	2018. 11. 26.	Standard Class	California	Paper
-180%	Office Supplies	Odessa	United States	JG-15310	Jason Gross	0.8	1	2019. 11. 24.	CA-2019-103765	79762	OFF-AP-10002311	Holmes	Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter	-$25	1	Central	9217	$14	Corporate	2019. 11. 30.	Standard Class	Texas	Appliances
49%	Office Supplies	Minneapolis	United States	AW-10930	Arthur Wiediger	0	1	2019. 11. 14.	US-2019-118157	55407	OFF-EN-10004459	Other	Security-Tint Envelopes	$7	2	Central	9218	$15	Home Office	2019. 11. 17.	First Class	Minnesota	Envelopes
7%	Office Supplies	Philadelphia	United States	JW-15955	Joni Wasserman	0.2	1	2017. 8. 16.	US-2017-164238	19120	OFF-ST-10002352	Iris	Iris Project Case	$3	7	East	9219	$45	Consumer	2017. 8. 20.	Standard Class	Pennsylvania	Storage
-68%	Furniture	Philadelphia	United States	JW-15955	Joni Wasserman	0.5	1	2017. 8. 16.	US-2017-164238	19120	FUR-BO-10000780	O'Sullivan	O'Sullivan Plantations 2-Door Library in Landvery Oak	-$205	3	East	9220	$301	Consumer	2017. 8. 20.	Standard Class	Pennsylvania	Bookcases
47%	Office Supplies	Lafayette	United States	MH-18025	Michelle Huthwaite	0	1	2019. 10. 13.	CA-2019-103212	70506	OFF-LA-10000248	Avery	Avery 52	$5	3	South	9221	$11	Consumer	2019. 10. 14.	First Class	Louisiana	Labels
23%	Furniture	Lafayette	United States	MH-18025	Michelle Huthwaite	0	1	2019. 10. 13.	CA-2019-103212	70506	FUR-TA-10003473	Bretford	Bretford Rectangular Conference Table Tops	$346	4	South	9222	$1,505	Consumer	2019. 10. 14.	First Class	Louisiana	Tables
48%	Office Supplies	Lafayette	United States	MH-18025	Michelle Huthwaite	0	1	2019. 10. 13.	CA-2019-103212	70506	OFF-PA-10004355	Xerox	Xerox 231	$12	4	South	9223	$26	Consumer	2019. 10. 14.	First Class	Louisiana	Paper
-175%	Office Supplies	Bryan	United States	FM-14290	Frank Merwin	0.8	1	2019. 11. 4.	CA-2019-121160	77803	OFF-BI-10001308	GBC	GBC Standard Plastic Binding Systems' Combs	-$13	6	Central	9224	$8	Home Office	2019. 11. 4.	Same Day	Texas	Binders
-165%	Office Supplies	Bryan	United States	FM-14290	Frank Merwin	0.8	1	2019. 11. 4.	CA-2019-121160	77803	OFF-BI-10003094	Other	Self-Adhesive Ring Binder Labels	-$2	2	Central	9225	$1	Home Office	2019. 11. 4.	Same Day	Texas	Binders
-155%	Office Supplies	Bryan	United States	FM-14290	Frank Merwin	0.8	1	2019. 11. 4.	CA-2019-121160	77803	OFF-BI-10004040	Wilson Jones	Wilson Jones Impact Binders	-$6	4	Central	9226	$4	Home Office	2019. 11. 4.	Same Day	Texas	Binders
-24%	Office Supplies	Bryan	United States	FM-14290	Frank Merwin	0.2	1	2019. 11. 4.	CA-2019-121160	77803	OFF-ST-10002485	Rogers	Rogers Deluxe File Chest	-$13	3	Central	9227	$53	Home Office	2019. 11. 4.	Same Day	Texas	Storage
28%	Office Supplies	Los Angeles	United States	GZ-14545	George Zrebassa	0	1	2019. 3. 19.	CA-2019-140515	90008	OFF-AP-10001205	Belkin	Belkin 5 Outlet SurgeMaster Power Centers	$107	7	West	9228	$381	Corporate	2019. 3. 24.	Standard Class	California	Appliances
50%	Office Supplies	Los Angeles	United States	TC-21535	Tracy Collins	0	1	2016. 11. 3.	CA-2016-153619	90049	OFF-AR-10001868	Prang	Prang Dustless Chalk Sticks	$3	4	West	9229	$7	Home Office	2016. 11. 3.	Same Day	California	Art
36%	Office Supplies	Los Angeles	United States	TB-21520	Tracy Blumstein	0.2	1	2019. 7. 23.	CA-2019-133718	90045	OFF-BI-10003429	Cardinal	Cardinal HOLDit! Binder Insert Strips,Extra Strips	$6	3	West	9230	$15	Consumer	2019. 7. 26.	First Class	California	Binders
48%	Office Supplies	Los Angeles	United States	TB-21520	Tracy Blumstein	0	1	2019. 7. 23.	CA-2019-133718	90045	OFF-PA-10002689	Other	Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)	$28	9	West	9231	$58	Consumer	2019. 7. 26.	First Class	California	Paper
-73%	Office Supplies	Phoenix	United States	RP-19390	Resi Pölking	0.7	1	2016. 12. 27.	CA-2016-148383	85023	OFF-BI-10003650	GBC	GBC DocuBind 300 Electric Binding Machine	-$694	6	West	9232	$947	Consumer	2016. 12. 31.	Standard Class	Arizona	Binders
33%	Furniture	Los Angeles	United States	LR-16915	Lena Radford	0	1	2018. 9. 2.	CA-2018-126732	90036	FUR-FU-10001889	Ultra	Ultra Door Pull Handle	$31	9	West	9233	$95	Consumer	2018. 9. 6.	Standard Class	California	Furnishings
4%	Office Supplies	Los Angeles	United States	LR-16915	Lena Radford	0	1	2018. 9. 2.	CA-2018-126732	90036	OFF-ST-10000321	Akro	Akro Stacking Bins	$1	3	West	9234	$24	Consumer	2018. 9. 6.	Standard Class	California	Storage
6%	Technology	Los Angeles	United States	LR-16915	Lena Radford	0.2	1	2018. 9. 2.	CA-2018-126732	90036	TEC-PH-10001530	Cisco	Cisco Unified IP Phone 7945G VoIP phone	$68	4	West	9235	$1,091	Consumer	2018. 9. 6.	Standard Class	California	Phones
28%	Office Supplies	Los Angeles	United States	LR-16915	Lena Radford	0	1	2018. 9. 2.	CA-2018-126732	90036	OFF-AR-10004752	Other	Blackstonian Pencils	$5	7	West	9236	$19	Consumer	2018. 9. 6.	Standard Class	California	Art
5%	Furniture	Los Angeles	United States	LR-16915	Lena Radford	0.2	1	2018. 9. 2.	CA-2018-126732	90036	FUR-TA-10001539	Chromcraft	Chromcraft Rectangular Conference Tables	$28	3	West	9237	$569	Consumer	2018. 9. 6.	Standard Class	California	Tables
35%	Office Supplies	Los Angeles	United States	LR-16915	Lena Radford	0.2	1	2018. 9. 2.	CA-2018-126732	90036	OFF-BI-10001553	Other	SpineVue Locking Slant-D Ring Binders by Cardinal	$3	1	West	9238	$7	Consumer	2018. 9. 6.	Standard Class	California	Binders
-3%	Furniture	Columbus	United States	MM-17260	Magdelene Morse	0.2	1	2019. 2. 11.	CA-2019-138156	43229	FUR-FU-10003601	Deflect-o	Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting	-$4	2	East	9239	$148	Consumer	2019. 2. 14.	First Class	Ohio	Furnishings
36%	Office Supplies	Tallahassee	United States	NB-18655	Nona Balk	0.2	1	2019. 10. 27.	CA-2019-110310	32303	OFF-PA-10001685	Easy-staple paper	Easy-staple paper	$21	7	South	9240	$57	Corporate	2019. 11. 2.	Standard Class	Florida	Paper
-70%	Office Supplies	Tallahassee	United States	NB-18655	Nona Balk	0.7	1	2019. 10. 27.	CA-2019-110310	32303	OFF-BI-10001097	Avery	Avery Hole Reinforcements	-$4	3	South	9241	$6	Corporate	2019. 11. 2.	Standard Class	Florida	Binders
9%	Office Supplies	Tallahassee	United States	NB-18655	Nona Balk	0.2	1	2019. 10. 27.	CA-2019-110310	32303	OFF-AR-10001662	Rogers	Rogers Handheld Barrel Pencil Sharpener	$1	3	South	9242	$7	Corporate	2019. 11. 2.	Standard Class	Florida	Art
33%	Office Supplies	San Francisco	United States	DS-13030	Darrin Sayre	0.2	1	2016. 7. 9.	CA-2016-113271	94122	OFF-BI-10002609	Avery	Avery Hidden Tab Dividers for Binding Systems	$5	6	West	9243	$14	Home Office	2016. 7. 14.	Standard Class	California	Binders
6%	Furniture	San Francisco	United States	DS-13030	Darrin Sayre	0.15	1	2016. 7. 9.	CA-2016-113271	94122	FUR-BO-10004218	Bush	Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order	$7	1	West	9244	$120	Home Office	2016. 7. 14.	Standard Class	California	Bookcases
40%	Office Supplies	San Francisco	United States	DS-13030	Darrin Sayre	0	1	2016. 7. 9.	CA-2016-113271	94122	OFF-AR-10003251	Prang	Prang Drawing Pencil Set	$2	2	West	9245	$6	Home Office	2016. 7. 14.	Standard Class	California	Art
48%	Office Supplies	San Francisco	United States	DS-13030	Darrin Sayre	0	1	2016. 7. 9.	CA-2016-113271	94122	OFF-PA-10002365	Xerox	Xerox 1967	$16	5	West	9246	$32	Home Office	2016. 7. 14.	Standard Class	California	Paper
29%	Office Supplies	San Francisco	United States	VF-21715	Vicky Freymann	0	1	2019. 5. 22.	CA-2019-130106	94109	OFF-AR-10003651	Newell	Newell 350	$3	3	West	9247	$10	Home Office	2019. 5. 26.	Standard Class	California	Art
26%	Office Supplies	San Francisco	United States	VF-21715	Vicky Freymann	0	1	2019. 5. 22.	CA-2019-130106	94109	OFF-AR-10003732	Newell	Newell 333	$1	1	West	9248	$3	Home Office	2019. 5. 26.	Standard Class	California	Art
38%	Office Supplies	New York City	United States	SW-20275	Scott Williamson	0.2	1	2018. 11. 10.	CA-2018-127761	10009	OFF-BI-10002557	Other	Presstex Flexible Ring Binders	$1	1	East	9249	$4	Consumer	2018. 11. 14.	Standard Class	New York	Binders
25%	Technology	New York City	United States	SW-20275	Scott Williamson	0	1	2018. 11. 10.	CA-2018-127761	10009	TEC-PH-10003691	Other	BlackBerry Q10	$220	7	East	9250	$882	Consumer	2018. 11. 14.	Standard Class	New York	Phones
47%	Office Supplies	Marion	United States	PW-19030	Pauline Webber	0	1	2018. 12. 2.	CA-2018-105354	52302	OFF-BI-10001107	GBC	GBC White Gloss Covers, Plain Front	$54	8	Central	9251	$116	Corporate	2018. 12. 6.	Standard Class	Iowa	Binders
31%	Office Supplies	Los Angeles	United States	KD-16615	Ken Dana	0.2	1	2019. 3. 2.	CA-2019-155712	90008	OFF-BI-10004224	Other	Catalog Binders with Expanding Posts	$34	2	West	9252	$108	Corporate	2019. 3. 8.	Standard Class	California	Binders
32%	Technology	Pine Bluff	United States	DO-13645	Doug O'Connell	0	1	2019. 9. 23.	CA-2019-102309	71603	TEC-AC-10001114	Microsoft	Microsoft Wireless Mobile Mouse 4000	$64	5	South	9253	$200	Consumer	2019. 9. 25.	Second Class	Arkansas	Accessories
48%	Office Supplies	Pine Bluff	United States	DO-13645	Doug O'Connell	0	1	2019. 9. 23.	CA-2019-102309	71603	OFF-PA-10002005	Xerox	Xerox 225	$6	2	South	9254	$13	Consumer	2019. 9. 25.	Second Class	Arkansas	Paper
